CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,EmissionIntensity,EnergyEfficiency,WaterEfficiency
3,Company_3,Transportation,Latin America,2017,282.4,6.5,289.7,15.2,27.9,8.8,42.6,32.3,192824.3,32137.4,642747.8,682.8055949008499,0.0004393636197587918,0.008787269660893536
3,Company_3,Transportation,Latin America,2018,300.2,3.1,100.7,6.3,28.2,8.3,42.9,33.5,205699.6,34283.3,685665.5,685.2085276482345,0.0004378228159357587,0.008756449933349472
3,Company_3,Transportation,Latin America,2019,322.6,5.1,290.7,7.5,29.8,14.8,43.6,31.2,212286.3,35381.0,707621.0,658.0480471171729,0.00045589376233887916,0.009117888132048274
3,Company_3,Transportation,Latin America,2020,337.9,2.7,76.5,4.7,30.8,17.7,42.0,32.6,218171.7,36362.0,727239.0,645.6694288250962,0.00046463404740394834,0.009292668170067653
3,Company_3,Transportation,Latin America,2021,348.4,4.5,128.8,3.1,31.6,18.5,43.9,32.2,223833.0,37305.5,746110.0,642.4598163031,0.00046695527469139936,0.009339105493827988
3,Company_3,Transportation,Latin America,2022,389.6,7.1,327.9,11.8,31.3,18.8,44.9,30.2,249794.5,41632.4,832648.3,641.1563141683778,0.0004679046363272464,0.009358096098231185
3,Company_3,Transportation,Latin America,2023,415.2,8.1,498.7,6.6,32.3,20.2,43.8,32.9,263632.1,43938.7,878773.7,634.9520712909441,0.00047247658868261534,0.00944952854772672
3,Company_3,Transportation,Latin America,2024,438.0,10.3,739.4,5.5,32.1,23.4,41.5,31.5,272361.8,45393.6,907872.8,621.8305936073059,0.00048244643963339353,0.009648937295125304
3,Company_3,Transportation,Latin America,2025,479.8,11.6,1020.7,9.5,34.3,24.4,43.7,34.9,296242.0,49373.7,987473.3,617.4280950395998,0.0004858865551098951,0.00971772421349828
4,Company_4,Technology,Africa,2015,5036.7,21.2,23192.4,4.830369999999999,54.2,97.6,46.2,18.9,130146.6,78087.9,260293.2,25.839656918220264,0.019350102115614238,0.06450038994517716
4,Company_4,Technology,Africa,2016,5192.5,25.1,25137.8,3.1,54.6,98.9,45.2,19.9,131888.8,79133.3,263777.6,25.39986519017814,0.019685143848454153,0.0656171295775609
4,Company_4,Technology,Africa,2017,5497.1,23.4,33251.0,5.9,55.9,100.0,47.4,20.4,137428.2,82456.9,274856.3,25.000127339870115,0.01999990540511533,0.06666634326539078
4,Company_4,Technology,Africa,2018,5978.5,26.1,31801.0,8.8,55.6,99.7,46.3,20.7,150000.0,90000.0,300000.0,25.089905494689305,0.019928333333333333,0.06642777777777778
4,Company_4,Technology,Africa,2019,6529.4,28.2,42706.4,9.2,56.0,100.0,46.1,21.8,163234.8,97940.9,326469.6,24.99996936931418,0.02000002450457868,0.06666673473492687
4,Company_4,Technology,Africa,2020,6123.5,30.6,38574.1,-6.2,58.4,100.0,50.9,24.4,153087.8,91852.7,306175.6,25.000048991589775,0.019999960806804985,0.06666652150671673
4,Company_4,Technology,Africa,2021,5784.3,29.4,37578.6,-5.5,60.0,100.0,55.1,24.8,144607.6,86764.6,289215.2,25.000017288176615,0.01999998616946827,0.06666658983041471
4,Company_4,Technology,Africa,2022,5711.3,26.1,35339.1,-1.3,60.5,100.0,58.9,22.5,142781.6,85669.0,285563.2,24.999842417663228,0.020000126066664053,0.06666705576112714
4,Company_4,Technology,Africa,2023,5844.2,26.5,34781.6,2.3,62.6,100.0,64.1,23.8,146104.4,87662.6,292208.7,24.999897334109033,0.020000088977501353,0.06666697086328718
4,Company_4,Technology,Africa,2024,6555.1,26.0,45451.6,12.2,63.5,100.0,64.8,25.6,163877.9,98326.7,327755.8,25.000061021189605,0.01999995118316747,0.06666653106429891
4,Company_4,Technology,Africa,2025,7675.6,22.9,42400.4,17.1,64.1,100.0,65.4,27.0,191891.1,115134.7,383782.3,25.000143311272083,0.019999880140381673,0.06666626134432105
5,Company_5,Finance,Middle East,2015,2720.9,16.1,3884.5,4.830369999999999,43.5,71.9,19.1,39.4,37894.7,18947.3,94736.7,13.92726671321989,0.028720654192092403,0.14360357412401767
5,Company_5,Finance,Middle East,2016,2647.4,17.6,9275.6,-2.7,42.5,74.2,16.0,37.4,36048.3,18024.2,90120.8,13.616491652187053,0.02937612626607842,0.14688030536722851
5,Company_5,Finance,Middle East,2017,2553.4,19.9,9760.9,-3.6,44.3,74.7,18.7,39.6,34565.5,17282.7,86413.7,13.53704864102765,0.029548555379528944,0.14774311884138475
5,Company_5,Finance,Middle East,2018,2758.9,22.6,7367.6,8.1,45.4,75.8,18.7,41.8,36945.9,18472.9,92364.7,13.391532857298198,0.029869636343754703,0.14934850510748177
5,Company_5,Finance,Middle East,2019,2746.9,21.3,11365.5,-0.4,46.0,77.0,20.4,40.7,36325.1,18162.6,90812.9,13.224034366012596,0.03024790530860704,0.15123936000352375
5,Company_5,Finance,Middle East,2020,3243.0,19.3,10066.1,18.1,46.8,75.5,22.5,42.5,43534.1,21767.0,108835.2,13.424020968239285,0.02979734497662521,0.148986998667708
5,Company_5,Finance,Middle East,2021,3120.1,19.3,8787.3,-3.8,47.5,78.5,22.7,41.3,40596.3,20298.2,101490.8,13.011217589179836,0.030742688007188827,0.1537131371254594
5,Company_5,Finance,Middle East,2022,3094.2,20.1,9600.4,-0.8,47.6,78.4,22.3,42.3,40314.0,20157.0,100785.1,13.028892767112664,0.030700966710356985,0.1535049858609912
5,Company_5,Finance,Middle East,2023,3281.7,21.9,6441.8,6.1,45.9,76.5,20.0,41.3,43628.2,21814.1,109070.6,13.294390102690679,0.03008785135499392,0.15043939470342577
5,Company_5,Finance,Middle East,2024,3282.1,22.5,9663.0,0.0,47.4,80.4,19.9,41.8,41818.8,20909.4,104546.9,12.741476493708298,0.031393565949827305,0.15696767960821448
5,Company_5,Finance,Middle East,2025,3162.1,22.4,6674.6,-3.7,48.0,82.1,18.7,43.3,39561.3,19780.6,98903.2,12.511084405932767,0.03197166522417879,0.15985864938373964
6,Company_6,Transportation,Oceania,2015,2339.1,0.8,256.7,4.830369999999999,69.1,56.9,76.8,73.7,1125550.2,187591.7,3751834.0,481.1894318327562,0.0006234550888978563,0.012469101777957126
6,Company_6,Transportation,Oceania,2016,2574.5,-1.0,11890.9,10.1,68.4,56.1,76.9,72.2,1246956.8,207826.1,4156522.6,484.3491163332686,0.0006193879470305297,0.012387760728801628
6,Company_6,Transportation,Oceania,2017,2508.9,-4.0,3844.3,-2.6,68.7,60.3,75.8,70.0,1171117.0,195186.2,3903723.3,466.78504523894935,0.0006426941171778236,0.012853880038650274
6,Company_6,Transportation,Oceania,2018,2472.4,-8.2,1595.7,-1.5,66.9,60.0,73.1,67.5,1157116.5,192852.8,3857055.1,468.013468694386,0.0006410071766929127,0.012820140542424068
6,Company_6,Transportation,Oceania,2019,2598.8,-8.5,8095.7,5.1,68.7,62.3,73.8,70.1,1191171.2,198528.5,3970570.6,458.354317377251,0.0006545154996110635,0.013090311970321643
6,Company_6,Transportation,Oceania,2020,2563.3,-11.4,10251.2,-1.4,70.5,64.0,74.3,73.3,1156823.6,192803.9,3856078.8,451.30246167050285,0.0006647426395954357,0.013294855550121134
6,Company_6,Transportation,Oceania,2021,2466.6,-8.5,7550.0,-3.8,70.8,64.2,75.3,72.9,1110593.7,185099.0,3701979.0,450.25285818535633,0.0006662922723224523,0.013325841846795498
6,Company_6,Transportation,Oceania,2022,2747.5,-7.9,12663.9,11.4,72.5,68.4,77.0,72.1,1188684.3,198114.0,3962281.0,432.6421474067334,0.00069341371800738,0.013868277860221892
6,Company_6,Transportation,Oceania,2023,3009.5,-9.8,4910.0,9.5,71.7,68.1,75.7,71.2,1305812.3,217635.4,4352707.7,433.8967602591793,0.0006914087063553567,0.01382817317403327
6,Company_6,Transportation,Oceania,2024,3095.6,-8.6,2201.1,2.9,69.5,62.2,75.7,70.7,1420617.4,236769.6,4735391.3,458.9150407029332,0.0006537157763498869,0.013074313594312782
6,Company_6,Transportation,Oceania,2025,3297.0,-10.0,7887.8,6.5,73.1,68.2,77.4,73.6,1428863.2,238143.9,4762877.2,433.38283287837424,0.0006922286386052531,0.013844570446692106
7,Company_7,Healthcare,Oceania,2015,4664.1,6.2,4597.8,4.830369999999999,53.0,74.6,37.1,47.5,316163.3,316163.3,632326.6,67.78656118007761,0.00737609330368199,0.01475218660736398
7,Company_7,Healthcare,Oceania,2016,5080.6,9.0,6228.6,8.9,52.4,72.7,38.3,46.1,351094.3,351094.3,702188.6,69.10488918631657,0.007235378073640045,0.01447075614728009
7,Company_7,Healthcare,Oceania,2017,5192.0,6.4,7750.2,2.2,53.9,77.8,38.1,45.7,340222.4,340222.4,680444.7,65.52819722650231,0.007630304123171215,0.015260606003602349
7,Company_7,Healthcare,Oceania,2018,5320.5,4.3,2608.0,2.5,53.4,77.7,38.4,44.2,349079.0,349079.0,698158.1,65.61018701249883,0.0076207667002645965,0.015241535583635796
7,Company_7,Healthcare,Oceania,2019,5421.6,1.3,1267.0,1.9,54.4,78.5,39.0,45.7,352693.8,352693.8,705387.6,65.05345285524568,0.007685987108364253,0.015371974216728507
7,Company_7,Healthcare,Oceania,2020,6225.1,3.5,4571.3,14.8,53.9,78.3,38.5,45.0,406012.5,406012.5,812025.1,65.221843825802,0.007666142339688761,0.01533228656753179
7,Company_7,Healthcare,Oceania,2021,6470.9,-2.3,21238.4,3.9,53.3,78.0,34.6,47.2,423188.3,423188.3,846376.6,65.3986771546462,0.007645414582586522,0.015290829165173044
7,Company_7,Healthcare,Oceania,2022,6387.4,-2.2,18488.5,-1.3,53.9,80.9,34.8,45.8,404596.4,404596.4,809192.9,63.34289382221249,0.00789354429580388,0.015787090542575266
7,Company_7,Healthcare,Oceania,2023,6014.8,-1.7,10294.8,-5.8,53.7,81.6,35.2,44.2,378353.9,378353.9,756707.8,62.903820575912754,0.007948642791841183,0.015897285583682367
7,Company_7,Healthcare,Oceania,2024,6084.6,-3.6,27425.5,1.2,55.8,81.9,39.1,46.5,381475.3,381475.3,762950.7,62.695214147191265,0.00797508934718849,0.015950180784968255
7,Company_7,Healthcare,Oceania,2025,6444.2,0.1,38.0,5.9,58.4,87.6,41.6,46.1,378090.2,378090.2,756180.5,58.671394432202604,0.008522039380809211,0.017044081015588342
8,Company_8,Healthcare,Europe,2015,7090.7,10.6,14828.8,4.830369999999999,74.4,69.4,87.8,66.1,506391.0,506391.0,1012782.0,71.41622124754961,0.007001210527043332,0.014002421054086663
8,Company_8,Healthcare,Europe,2016,7395.2,10.4,17692.4,4.3,75.5,69.3,89.8,67.6,528938.5,528938.5,1057876.9,71.52456999134574,0.006990605428665661,0.013981209535702165
8,Company_8,Healthcare,Europe,2017,7077.8,10.7,14011.4,-4.3,76.8,71.8,92.2,66.6,493832.6,493832.6,987665.3,69.77204781146683,0.007166192838808856,0.014332387128755777
8,Company_8,Healthcare,Europe,2018,6957.5,8.2,9292.2,-1.7,76.6,69.5,92.8,67.6,496422.5,496422.5,992845.0,71.3507006827165,0.0070076396617800366,0.014015279323560073
8,Company_8,Healthcare,Europe,2019,6690.8,9.7,8033.5,-3.8,77.0,67.2,98.8,64.9,488275.3,488275.3,976550.7,72.97711783344293,0.006851461987585489,0.013702925378367491
8,Company_8,Healthcare,Europe,2020,6751.9,8.7,7083.4,0.9,78.5,70.2,98.2,67.0,478492.5,478492.5,956984.9,70.8678297960574,0.007055388230263612,0.014110774986023814
8,Company_8,Healthcare,Europe,2021,6397.5,10.1,10983.2,-5.2,78.2,74.1,95.1,65.5,435991.0,435991.0,871982.0,68.15021492770613,0.007336734015151689,0.014673468030303378
8,Company_8,Healthcare,Europe,2022,6583.8,10.3,8606.9,2.9,79.6,75.2,95.3,68.3,443275.8,443275.8,886551.6,67.328260275221,0.0074263020900306315,0.014852604180061263
8,Company_8,Healthcare,Europe,2023,6810.4,11.1,9866.0,3.4,79.6,75.4,95.2,68.2,457696.4,457696.4,915392.8,67.20550922119112,0.0074398662519521664,0.014879732503904333
8,Company_8,Healthcare,Europe,2024,7168.5,13.7,17539.0,5.3,81.4,78.2,95.0,71.1,468000.4,468000.4,936000.8,65.28568040733767,0.007658647300301452,0.015317294600602905
8,Company_8,Healthcare,Europe,2025,7117.1,8.6,10386.3,-0.7,81.6,77.1,97.6,69.9,469707.3,469707.3,939414.6,65.99700720799201,0.007576101116588991,0.015152202233177982
9,Company_9,Technology,North America,2015,1490.2,11.9,4559.0,4.830369999999999,59.8,37.8,77.7,63.7,69681.3,41808.8,139362.7,46.75969668500873,0.010692961603068827,0.035643213868850575
9,Company_9,Technology,North America,2016,1761.8,9.7,4234.3,18.2,58.8,38.0,78.7,59.7,82263.8,49358.3,164527.5,46.69304120785561,0.010708240263785689,0.03569409805443056
9,Company_9,Technology,North America,2017,2085.0,15.3,7991.2,18.3,60.2,37.2,77.2,66.2,97986.2,58791.7,195972.4,46.9957793764988,0.010639253282605102,0.03546418967303208
9,Company_9,Technology,North America,2018,2575.4,14.1,5543.0,23.5,63.5,40.8,81.7,68.1,117733.8,70640.3,235467.6,45.71476275530015,0.010937385865401439,0.036457942562531584
9,Company_9,Technology,North America,2019,3208.8,11.2,8416.4,24.6,63.3,40.5,83.8,65.6,147097.1,88258.2,294194.1,45.84177885814012,0.010907084812373872,0.036356961732734186
9,Company_9,Technology,North America,2020,3584.9,10.1,10662.5,11.7,63.1,39.7,84.7,64.9,165277.3,99166.4,330554.5,46.10374069011687,0.010845110261696635,0.0361503493118637
9,Company_9,Technology,North America,2021,4399.8,8.5,7008.7,22.7,63.8,39.7,84.3,67.3,202835.4,121701.3,405670.9,46.10105004772944,0.010845737271270875,0.03615244865913511
9,Company_9,Technology,North America,2022,4673.0,6.7,8480.9,6.2,65.3,43.5,83.4,69.0,209222.4,125533.4,418444.8,44.77260860261074,0.011167542289926892,0.037225152827852985
9,Company_9,Technology,North America,2023,5102.1,4.4,5222.0,9.2,63.3,45.0,80.8,64.0,225770.9,135462.6,451541.9,44.250583093236116,0.011299283632371659,0.037664270433315175
9,Company_9,Technology,North America,2024,5853.9,6.3,5804.7,14.7,63.2,45.6,81.9,62.1,257772.5,154663.5,515545.0,44.03431900100788,0.01135477989312281,0.03784926631040937
9,Company_9,Technology,North America,2025,6764.0,4.5,5954.9,15.5,63.5,48.4,82.6,59.6,291193.2,174715.9,582386.4,43.05044352454169,0.011614282201644819,0.03871427843716571
10,Company_10,Technology,Latin America,2015,48720.0,11.9,186028.6,4.830369999999999,62.2,81.7,62.5,42.5,1530517.6,918310.6,3061035.3,31.414564860426932,0.01591618365198206,0.05305394492887265
10,Company_10,Technology,Latin America,2016,56121.2,9.4,134112.7,15.2,64.8,79.6,68.6,46.2,1803672.0,1082203.2,3607344.1,32.13887087232632,0.015557484521645716,0.05185828317639423
10,Company_10,Technology,Latin America,2017,60556.9,8.6,86036.0,7.9,65.0,79.2,67.5,48.5,1955375.5,1173225.3,3910751.0,32.28988769240169,0.015484724033823683,0.051615746779412275
10,Company_10,Technology,Latin America,2018,65683.3,11.0,223764.9,8.5,65.1,79.7,70.0,45.8,2109725.6,1265835.4,4219451.2,32.11966512035784,0.015566787453306724,0.051889289871337146
10,Company_10,Technology,Latin America,2019,72498.6,11.0,215468.5,10.4,64.2,77.8,72.1,42.5,2374857.6,1424914.5,4749715.1,32.757289106272395,0.015263778663271827,0.05087926328211272
10,Company_10,Technology,Latin America,2020,79033.4,13.5,313712.7,9.0,65.8,81.3,73.5,42.4,2492114.3,1495268.6,4984228.6,31.532419205044956,0.015856696460511462,0.05285565416139949
10,Company_10,Technology,Latin America,2021,79619.8,12.0,263994.0,0.7,67.0,81.8,75.4,43.9,2497067.9,1498240.8,4994135.9,31.36239854910462,0.015942657868000747,0.053142191829244005
10,Company_10,Technology,Latin America,2022,93510.8,14.4,446629.1,17.4,67.1,79.8,78.1,43.5,2998092.6,1798855.6,5996185.2,32.06145814173336,0.015595048665274716,0.051983494394992016
10,Company_10,Technology,Latin America,2023,108029.1,17.3,416982.0,15.5,67.4,79.5,77.9,44.9,3476430.3,2085858.2,6952860.6,32.180498587880486,0.015537360262911068,0.05179120037977654
10,Company_10,Technology,Latin America,2024,117939.2,14.9,610070.0,9.2,68.6,77.8,78.2,50.0,3864217.0,2318530.2,7728434.0,32.76448373399175,0.015260426627179581,0.05086808875726526
10,Company_10,Technology,Latin America,2025,104787.3,17.1,412517.1,-11.2,69.6,80.9,79.9,48.1,3319085.3,1991451.2,6638170.6,31.67449967696467,0.015785568993963488,0.05261856278476721
11,Company_11,Energy,Europe,2015,1102.8,11.0,1367.9,4.830369999999999,59.5,44.6,75.4,58.5,978737.8,293621.3,9787378.2,887.5025389916577,0.00011267573168879895,0.0037558583113691
11,Company_11,Energy,Europe,2016,833.7,7.9,657.0,-24.4,60.1,45.7,75.2,59.4,733816.9,220145.1,7338168.9,880.1929950821639,0.00011361144876346468,0.0037870477244326584
11,Company_11,Energy,Europe,2017,621.3,10.8,849.4,-25.5,58.6,44.8,73.0,58.0,550492.2,165147.7,5504921.9,886.0328343795268,0.00011286263661615253,0.003762086907659022
11,Company_11,Energy,Europe,2018,571.5,6.0,551.3,-8.0,61.2,51.1,73.7,58.8,481346.8,144404.0,4813468.2,842.2516185476816,0.00011872936025629087,0.003957646602587186
11,Company_11,Energy,Europe,2019,507.9,-1.6,371.5,-11.1,64.3,57.2,74.0,61.6,405962.7,121788.8,4059626.6,799.2965150620201,0.00012511002859228482,0.004170334217924801
11,Company_11,Energy,Europe,2020,404.5,-1.7,1455.4,-20.3,64.8,61.8,71.4,61.3,310497.4,93149.2,3104974.2,767.6079110012362,0.00013027483448976805,0.004342495695078433
11,Company_11,Energy,Europe,2021,356.4,0.9,54.4,-11.9,64.4,64.0,68.7,60.4,267955.8,80386.7,2679558.1,751.8400673400673,0.00013300700589399423,0.004433569234711712
11,Company_11,Energy,Europe,2022,295.3,0.6,17.0,-17.1,66.2,66.3,71.4,61.1,217375.8,65212.7,2173758.1,736.1185235353877,0.00013584768240771592,0.004528259066102156
11,Company_11,Energy,Europe,2023,266.7,3.7,155.1,-9.7,67.7,68.9,72.8,61.5,191370.2,57411.1,1913701.7,717.5485564304463,0.0001393634128035733,0.004645443128593599
11,Company_11,Energy,Europe,2024,194.5,5.8,114.8,-27.1,69.2,70.3,74.9,62.2,137628.4,41288.5,1376284.1,707.6010282776349,0.0001413225655952866,0.004710754810661564
11,Company_11,Energy,Europe,2025,170.6,4.7,158.9,-12.3,70.3,71.3,76.8,62.8,119639.5,35891.8,1196394.7,701.2866354044548,0.00014259508170673106,0.0047531748198752916
12,Company_12,Finance,Asia,2015,3081.4,9.4,2730.3,4.830369999999999,52.8,90.4,43.2,24.7,34963.6,17481.8,87409.0,11.346660608814174,0.03525266276928005,0.17626331384640026
12,Company_12,Finance,Asia,2016,3202.0,10.8,6084.8,3.9,54.1,91.5,42.7,28.0,35841.1,17920.6,89602.8,11.193347907557776,0.035735490408781864,0.1786770532236644
12,Company_12,Finance,Asia,2017,3731.1,10.1,6952.2,16.5,51.9,89.1,39.7,26.8,42998.9,21499.4,107497.2,11.524456594569967,0.03470881102019401,0.17354437798264136
12,Company_12,Finance,Asia,2018,3934.3,9.5,4269.2,5.4,50.8,88.5,38.2,25.7,45675.8,22837.9,114189.6,11.609638309229087,0.034454100898855936,0.1722706553579795
12,Company_12,Finance,Asia,2019,3908.6,9.9,4904.0,-0.7,51.1,87.4,40.0,25.9,46001.9,23001.0,115004.8,11.769405925395283,0.033986407523859875,0.16993174209816964
12,Company_12,Finance,Asia,2020,3655.5,14.6,5327.5,-6.5,51.8,87.0,40.9,27.4,43190.8,21595.4,107977.0,11.815292025714678,0.033854431962362354,0.16927215981181176
12,Company_12,Finance,Asia,2021,3718.8,19.5,7799.8,1.7,52.1,87.0,40.2,29.0,43956.7,21978.3,109891.6,11.820130149510593,0.0338406211211776,0.16920325957876634
12,Company_12,Finance,Asia,2022,3533.5,18.5,12821.9,-5.0,53.2,87.7,43.5,28.4,41437.8,20718.9,103594.6,11.727126078958541,0.034108920735250674,0.17054476830333656
12,Company_12,Finance,Asia,2023,3302.9,19.4,11416.2,-6.5,54.5,87.3,42.6,33.6,38923.6,19461.8,97309.1,11.784674074298342,0.03394235482601319,0.16971194853507898
12,Company_12,Finance,Asia,2024,3517.8,17.7,11569.2,6.5,54.6,88.6,41.9,33.3,40801.4,20400.7,102003.4,11.598555915629086,0.0344870857245935,0.17243525957442637
12,Company_12,Finance,Asia,2025,3577.8,18.4,10452.9,1.7,53.6,87.9,42.6,30.3,41848.9,20924.4,104622.2,11.696824864441835,0.034197330967997236,0.1709869817055686
13,Company_13,Consumer Goods,Asia,2015,497.7,9.9,550.8,4.830369999999999,44.6,80.2,23.0,30.7,63581.8,79477.3,317909.1,127.75125577657224,0.001565541848283047,0.006262165423334713
13,Company_13,Consumer Goods,Asia,2016,568.6,10.5,1184.3,14.3,46.9,82.8,24.5,33.3,70541.0,88176.2,352704.9,124.06085121350685,0.0016121125620880232,0.006448452076637461
13,Company_13,Consumer Goods,Asia,2017,690.7,13.2,1132.3,21.5,47.2,85.1,24.3,32.1,83465.7,104332.1,417328.4,120.84218908353843,0.001655051513388497,0.006620206053553988
13,Company_13,Consumer Goods,Asia,2018,739.2,14.2,2343.1,7.0,48.8,86.2,27.3,33.0,88238.5,110298.1,441192.6,119.37026515151514,0.0016754587452282746,0.006701838018968595
13,Company_13,Consumer Goods,Asia,2019,833.5,11.5,1872.2,12.7,51.1,88.7,30.8,34.0,96578.4,120723.0,482892.1,115.87090581883622,0.0017260584714473483,0.006904235315557102
13,Company_13,Consumer Goods,Asia,2020,954.0,10.7,1851.3,14.5,52.3,89.5,31.9,35.7,109460.7,136825.9,547303.5,114.73867924528301,0.0017430913560757422,0.006972364150354575
13,Company_13,Consumer Goods,Asia,2021,1086.0,9.8,1547.5,13.8,53.0,90.9,31.6,36.5,122495.9,153119.8,612479.3,112.79548802946593,0.0017731211487473943,0.007092485752985571
13,Company_13,Consumer Goods,Asia,2022,1067.8,11.7,2422.7,-1.7,54.6,90.7,32.9,40.2,120619.7,150774.7,603098.7,112.96094774302304,0.0017705228016575065,0.007082090032346275
13,Company_13,Consumer Goods,Asia,2023,1194.6,10.6,1792.2,11.9,55.6,95.5,30.9,40.3,126979.9,158724.9,634899.7,106.29491043026955,0.0018815570396394895,0.007526229343978166
13,Company_13,Consumer Goods,Asia,2024,1402.8,12.6,2355.0,17.4,55.2,97.0,30.3,38.2,146186.4,182733.0,730932.2,104.2104362703165,0.0019191930523788665,0.0076767743100589385
13,Company_13,Consumer Goods,Asia,2025,1671.6,13.9,3789.7,19.2,56.1,97.8,28.3,42.1,172327.4,215409.2,861637.0,103.09128978224456,0.0019400281092850004,0.007760114238389074
14,Company_14,Transportation,Middle East,2015,774.9,6.2,902.2,4.830369999999999,38.5,20.8,60.0,34.8,490364.3,81727.4,1634547.6,632.8097819073429,0.0004740761296887285,0.00948152027349457
